4,5,10,34,58,59
1,6,10,30,33,35
9,15,23,25,29,30
10,25,31,37,38,57
3,23,28,34,38,48
20,23,32,36,39,57
25,38,45,53,55,56
2,5,27,30,46,53
12,20,22,25,26,55
10,28,45,47,57,59
2,8,28,34,41,49
1,23,32,33,36,59
6,15,19,20,33,52
12,24,26,31,37,48
9,22,27,30,33,45
1,3,24,37,51,56
28,36,39,44,56,60
17,18,20,37,45,53
10,14,17,18,23,30
1,5,18,49,55,56
14,17,18,28,30,44
3,5,32,56,57,59
4,15,22,53,56,60
8,19,29,38,48,56
2,16,24,38,43,59
4,13,21,26,47,51
3,20,22,37,41,43
1,10,27,36,37,45
4,5,25,32,39,40
23,28,33,38,55,59
